"gmina","gmina_nazwa","rok","lud_na_1k"
"3018064","Mikstat - miasto (4)",2023,675.4
"3018065","Mikstat - obszar wiejski (5)",2000,NA
"3018065","Mikstat - obszar wiejski (5)",2001,NA
"3018065","Mikstat - obszar wiejski (5)",2002,52
"3018065","Mikstat - obszar wiejski (5)",2003,51.5
"3018065","Mikstat - obszar wiejski (5)",2004,51.6
"3018065","Mikstat - obszar wiejski (5)",2005,51.6
"3018065","Mikstat - obszar wiejski (5)",2006,51.8
"3018065","Mikstat - obszar wiejski (5)",2007,51.2
"3018065","Mikstat - obszar wiejski (5)",2008,51.3
"3018065","Mikstat - obszar wiejski (5)",2009,51.1
"3018065","Mikstat - obszar wiejski (5)",2010,50.6
"3018065","Mikstat - obszar wiejski (5)",2011,50.4
"3018065","Mikstat - obszar wiejski (5)",2012,50.4
"3018065","Mikstat - obszar wiejski (5)",2013,50
"3018065","Mikstat - obszar wiejski (5)",2014,49.9
"3018065","Mikstat - obszar wiejski (5)",2015,50
"3018065","Mikstat - obszar wiejski (5)",2016,49.8
"3018065","Mikstat - obszar wiejski (5)",2017,49.8
"3018065","Mikstat - obszar wiejski (5)",2018,49.7
"3018065","Mikstat - obszar wiejski (5)",2019,49.6
"3018065","Mikstat - obszar wiejski (5)",2020,49
"3018065","Mikstat - obszar wiejski (5)",2021,48.9
"3018065","Mikstat - obszar wiejski (5)",2022,48.3
"3018065","Mikstat - obszar wiejski (5)",2023,48.7
"3018073","Ostrzeszów (3)",2000,NA
"3018073","Ostrzeszów (3)",2001,NA
"3018073","Ostrzeszów (3)",2002,122.2
"3018073","Ostrzeszów (3)",2003,122.7
"3018073","Ostrzeszów (3)",2004,123.3
"3018073","Ostrzeszów (3)",2005,124.3
"3018073","Ostrzeszów (3)",2006,124.5
"3018073","Ostrzeszów (3)",2007,124.1
"3018073","Ostrzeszów (3)",2008,125
"3018073","Ostrzeszów (3)",2009,125.8
"3018073","Ostrzeszów (3)",2010,127.5
"3018073","Ostrzeszów (3)",2011,127.8
"3018073","Ostrzeszów (3)",2012,127.5
"3018073","Ostrzeszów (3)",2013,127.4
"3018073","Ostrzeszów (3)",2014,127.5
"3018073","Ostrzeszów (3)",2015,127.6
"3018073","Ostrzeszów (3)",2016,127.6
"3018073","Ostrzeszów (3)",2017,127.9
"3018073","Ostrzeszów (3)",2018,127.6
"3018073","Ostrzeszów (3)",2019,128.1
"3018073","Ostrzeszów (3)",2020,128.5
"3018073","Ostrzeszów (3)",2021,128
"3018073","Ostrzeszów (3)",2022,127.2
"3018073","Ostrzeszów (3)",2023,126.8
"3018074","Ostrzeszów - miasto (4)",2000,NA
"3018074","Ostrzeszów - miasto (4)",2001,NA
"3018074","Ostrzeszów - miasto (4)",2002,1191.1
"3018074","Ostrzeszów - miasto (4)",2003,1192
"3018074","Ostrzeszów - miasto (4)",2004,1189.7
"3018074","Ostrzeszów - miasto (4)",2005,1197
"3018074","Ostrzeszów - miasto (4)",2006,1188.5
"3018074","Ostrzeszów - miasto (4)",2007,1175.8
"3018074","Ostrzeszów - miasto (4)",2008,1184.8
"3018074","Ostrzeszów - miasto (4)",2009,1189.9
"3018074","Ostrzeszów - miasto (4)",2010,1208.5
"3018074","Ostrzeszów - miasto (4)",2011,1205.7
"3018074","Ostrzeszów - miasto (4)",2012,1199.2
"3018074","Ostrzeszów - miasto (4)",2013,1196.6
"3018074","Ostrzeszów - miasto (4)",2014,1196.3
"3018074","Ostrzeszów - miasto (4)",2015,1189.8
"3018074","Ostrzeszów - miasto (4)",2016,1182.9
"3018074","Ostrzeszów - miasto (4)",2017,1181
"3018074","Ostrzeszów - miasto (4)",2018,1168.7
"3018074","Ostrzeszów - miasto (4)",2019,1165.2
"3018074","Ostrzeszów - miasto (4)",2020,1159.7
"3018074","Ostrzeszów - miasto (4)",2021,1148.9
"3018074","Ostrzeszów - miasto (4)",2022,1135.7
"3018074","Ostrzeszów - miasto (4)",2023,1120.6
"3018075","Ostrzeszów - obszar wiejski (5)",2000,NA
"3018075","Ostrzeszów - obszar wiejski (5)",2001,NA
"3018075","Ostrzeszów - obszar wiejski (5)",2002,47.9
"3018075","Ostrzeszów - obszar wiejski (5)",2003,48.4
"3018075","Ostrzeszów - obszar wiejski (5)",2004,49.2
"3018075","Ostrzeszów - obszar wiejski (5)",2005,49.7
"3018075","Ostrzeszów - obszar wiejski (5)",2006,50.8
"3018075","Ostrzeszów - obszar wiejski (5)",2007,51.3
"3018075","Ostrzeszów - obszar wiejski (5)",2008,51.7
"3018075","Ostrzeszów - obszar wiejski (5)",2009,52.1
"3018075","Ostrzeszów - obszar wiejski (5)",2010,52.7
"3018075","Ostrzeszów - obszar wiejski (5)",2011,53.1
"3018075","Ostrzeszów - obszar wiejski (5)",2012,53.3
"3018075","Ostrzeszów - obszar wiejski (5)",2013,53.4
"3018075","Ostrzeszów - obszar wiejski (5)",2014,53.5
"3018075","Ostrzeszów - obszar wiejski (5)",2015,54.1
"3018075","Ostrzeszów - obszar wiejski (5)",2016,54.6
"3018075","Ostrzeszów - obszar wiejski (5)",2017,55.1
"3018075","Ostrzeszów - obszar wiejski (5)",2018,55.6
"3018075","Ostrzeszów - obszar wiejski (5)",2019,56.3
"3018075","Ostrzeszów - obszar wiejski (5)",2020,57.1
"3018075","Ostrzeszów - obszar wiejski (5)",2021,57.4
"3018075","Ostrzeszów - obszar wiejski (5)",2022,57.4
"3018075","Ostrzeszów - obszar wiejski (5)",2023,58.1
"3019011","Piła (1)",2000,NA
"3019011","Piła (1)",2001,NA
"3019011","Piła (1)",2002,732.1
"3019011","Piła (1)",2003,733.1
"3019011","Piła (1)",2004,732.6
"3019011","Piła (1)",2005,731.6
"3019011","Piła (1)",2006,727.7
"3019011","Piła (1)",2007,727.4
"3019011","Piła (1)",2008,727.8
"3019011","Piła (1)",2009,726.9
"3019011","Piła (1)",2010,729
"3019011","Piła (1)",2011,728.7
"3019011","Piła (1)",2012,729.7
"3019011","Piła (1)",2013,726.6
"3019011","Piła (1)",2014,723.9
"3019011","Piła (1)",2015,722
"3019011","Piła (1)",2016,720.6
"3019011","Piła (1)",2017,718.7
"3019011","Piła (1)",2018,714.8
"3019011","Piła (1)",2019,712.3
"3019011","Piła (1)",2020,700.3
"3019011","Piła (1)",2021,693.7
"3019011","Piła (1)",2022,687.8
"3019011","Piła (1)",2023,682.3
"3019022","Białośliwie (2)",2000,NA
"3019022","Białośliwie (2)",2001,NA
"3019022","Białośliwie (2)",2002,64.3
"3019022","Białośliwie (2)",2003,64.9
"3019022","Białośliwie (2)",2004,64.3
"3019022","Białośliwie (2)",2005,64.2
"3019022","Białośliwie (2)",2006,65.1
"3019022","Białośliwie (2)",2007,65.1
"3019022","Białośliwie (2)",2008,65.7
"3019022","Białośliwie (2)",2009,66.4
"3019022","Białośliwie (2)",2010,66
"3019022","Białośliwie (2)",2011,65.9
"3019022","Białośliwie (2)",2012,65.7
"3019022","Białośliwie (2)",2013,65.3
"3019022","Białośliwie (2)",2014,65.6
"3019022","Białośliwie (2)",2015,65.5
"3019022","Białośliwie (2)",2016,65.3
"3019022","Białośliwie (2)",2017,64.7
"3019022","Białośliwie (2)",2018,64.6
"3019022","Białośliwie (2)",2019,64.2
"3019022","Białośliwie (2)",2020,60.7
"3019022","Białośliwie (2)",2021,60.3
"3019022","Białośliwie (2)",2022,60.4
"3019022","Białośliwie (2)",2023,59.6
"3019032","Kaczory (2)",2000,NA
"3019032","Kaczory (2)",2001,NA
"3019032","Kaczory (2)",2002,49.2
"3019032","Kaczory (2)",2003,49.9
"3019032","Kaczory (2)",2004,49.9
"3019032","Kaczory (2)",2005,50.1
"3019032","Kaczory (2)",2006,50.1
"3019032","Kaczory (2)",2007,50.2
"3019032","Kaczory (2)",2008,50.7
"3019032","Kaczory (2)",2009,51.1
"3019032","Kaczory (2)",2010,51.6
"3019032","Kaczory (2)",2011,51.8
"3019032","Kaczory (2)",2012,51.7
"3019032","Kaczory (2)",2013,52.1
"3019032","Kaczory (2)",2014,52.1
"3019032","Kaczory (2)",2015,52.5
"3019032","Kaczory (2)",2016,52.3
"3019032","Kaczory (2)",2017,52.4
"3019032","Kaczory (2)",2018,52.7
"3019032","Kaczory (2)",2019,52.2
"3019032","Kaczory (2)",2020,50.1
"3019032","Kaczory (2)",2021,49.8
"3019032","Kaczory (2)",2022,NA
"3019032","Kaczory (2)",2023,NA
"3019033","Kaczory (3)",2000,NA
"3019033","Kaczory (3)",2001,NA
"3019033","Kaczory (3)",2002,NA
"3019033","Kaczory (3)",2003,NA
"3019033","Kaczory (3)",2004,NA
"3019033","Kaczory (3)",2005,NA
"3019033","Kaczory (3)",2006,NA
"3019033","Kaczory (3)",2007,NA
"3019033","Kaczory (3)",2008,NA
"3019033","Kaczory (3)",2009,NA
"3019033","Kaczory (3)",2010,NA
"3019033","Kaczory (3)",2011,NA
"3019033","Kaczory (3)",2012,NA
"3019033","Kaczory (3)",2013,NA
"3019033","Kaczory (3)",2014,NA
"3019033","Kaczory (3)",2015,NA
"3019033","Kaczory (3)",2016,NA
"3019033","Kaczory (3)",2017,NA
"3019033","Kaczory (3)",2018,NA
"3019033","Kaczory (3)",2019,NA
"3019033","Kaczory (3)",2020,NA
"3019033","Kaczory (3)",2021,NA
"3019033","Kaczory (3)",2022,49.6
"3019033","Kaczory (3)",2023,49.6
"3019034","Kaczory - miasto (4)",2000,NA
"3019034","Kaczory - miasto (4)",2001,NA
"3019034","Kaczory - miasto (4)",2002,NA
"3019034","Kaczory - miasto (4)",2003,NA
"3019034","Kaczory - miasto (4)",2004,NA
"3019034","Kaczory - miasto (4)",2005,NA
"3019034","Kaczory - miasto (4)",2006,NA
"3019034","Kaczory - miasto (4)",2007,NA
"3019034","Kaczory - miasto (4)",2008,NA
"3019034","Kaczory - miasto (4)",2009,NA
"3019034","Kaczory - miasto (4)",2010,NA
"3019034","Kaczory - miasto (4)",2011,NA
"3019034","Kaczory - miasto (4)",2012,NA
"3019034","Kaczory - miasto (4)",2013,NA
"3019034","Kaczory - miasto (4)",2014,NA
"3019034","Kaczory - miasto (4)",2015,NA
"3019034","Kaczory - miasto (4)",2016,NA
"3019034","Kaczory - miasto (4)",2017,NA
"3019034","Kaczory - miasto (4)",2018,NA
"3019034","Kaczory - miasto (4)",2019,NA
"3019034","Kaczory - miasto (4)",2020,NA
"3019034","Kaczory - miasto (4)",2021,NA
"3019034","Kaczory - miasto (4)",2022,168.8
"3019034","Kaczory - miasto (4)",2023,167.9
"3019035","Kaczory - obszar wiejski (5)",2000,NA
"3019035","Kaczory - obszar wiejski (5)",2001,NA
"3019035","Kaczory - obszar wiejski (5)",2002,NA
"3019035","Kaczory - obszar wiejski (5)",2003,NA
"3019035","Kaczory - obszar wiejski (5)",2004,NA
"3019035","Kaczory - obszar wiejski (5)",2005,NA
"3019035","Kaczory - obszar wiejski (5)",2006,NA
"3019035","Kaczory - obszar wiejski (5)",2007,NA
"3019035","Kaczory - obszar wiejski (5)",2008,NA
"3019035","Kaczory - obszar wiejski (5)",2009,NA
"3019035","Kaczory - obszar wiejski (5)",2010,NA
"3019035","Kaczory - obszar wiejski (5)",2011,NA
"3019035","Kaczory - obszar wiejski (5)",2012,NA
"3019035","Kaczory - obszar wiejski (5)",2013,NA
"3019035","Kaczory - obszar wiejski (5)",2014,NA
"3019035","Kaczory - obszar wiejski (5)",2015,NA
"3019035","Kaczory - obszar wiejski (5)",2016,NA
"3019035","Kaczory - obszar wiejski (5)",2017,NA
"3019035","Kaczory - obszar wiejski (5)",2018,NA
"3019035","Kaczory - obszar wiejski (5)",2019,NA
"3019035","Kaczory - obszar wiejski (5)",2020,NA
"3019035","Kaczory - obszar wiejski (5)",2021,NA
"3019035","Kaczory - obszar wiejski (5)",2022,34.8
"3019035","Kaczory - obszar wiejski (5)",2023,35
"3019043","Łobżenica (3)",2000,NA
"3019043","Łobżenica (3)",2001,NA
"3019043","Łobżenica (3)",2002,52.4
"3019043","Łobżenica (3)",2003,52.2
"3019043","Łobżenica (3)",2004,52.1
"3019043","Łobżenica (3)",2005,51.7
"3019043","Łobżenica (3)",2006,51.6
"3019043","Łobżenica (3)",2007,51.5
"3019043","Łobżenica (3)",2008,51.4
"3019043","Łobżenica (3)",2009,51.2
"3019043","Łobżenica (3)",2010,51.9
"3019043","Łobżenica (3)",2011,51.7
"3019043","Łobżenica (3)",2012,51.3
"3019043","Łobżenica (3)",2013,51.2
"3019043","Łobżenica (3)",2014,51.1
"3019043","Łobżenica (3)",2015,50.9
"3019043","Łobżenica (3)",2016,50.7
"3019043","Łobżenica (3)",2017,50.3
"3019043","Łobżenica (3)",2018,50.2
"3019043","Łobżenica (3)",2019,49.8
"3019043","Łobżenica (3)",2020,48.2
"3019043","Łobżenica (3)",2021,47.8
"3019043","Łobżenica (3)",2022,47.4
"3019043","Łobżenica (3)",2023,47.2
"3019044","Łobżenica - miasto (4)",2000,NA
"3019044","Łobżenica - miasto (4)",2001,NA
"3019044","Łobżenica - miasto (4)",2002,998.5
"3019044","Łobżenica - miasto (4)",2003,1004.6
"3019044","Łobżenica - miasto (4)",2004,988
"3019044","Łobżenica - miasto (4)",2005,975.4
"3019044","Łobżenica - miasto (4)",2006,967.1
"3019044","Łobżenica - miasto (4)",2007,978.2
"3019044","Łobżenica - miasto (4)",2008,964
"3019044","Łobżenica - miasto (4)",2009,950.8
"3019044","Łobżenica - miasto (4)",2010,956
"3019044","Łobżenica - miasto (4)",2011,948.9
"3019044","Łobżenica - miasto (4)",2012,939.7
"3019044","Łobżenica - miasto (4)",2013,934.8
"3019044","Łobżenica - miasto (4)",2014,922.2
"3019044","Łobżenica - miasto (4)",2015,918.8
"3019044","Łobżenica - miasto (4)",2016,915.4
"3019044","Łobżenica - miasto (4)",2017,914.2
"3019044","Łobżenica - miasto (4)",2018,914.5
"3019044","Łobżenica - miasto (4)",2019,908.3
"3019044","Łobżenica - miasto (4)",2020,881.2
"3019044","Łobżenica - miasto (4)",2021,871.4
"3019044","Łobżenica - miasto (4)",2022,865.2
"3019044","Łobżenica - miasto (4)",2023,850.5
"3019045","Łobżenica - obszar wiejski (5)",2000,NA
"3019045","Łobżenica - obszar wiejski (5)",2001,NA
"3019045","Łobżenica - obszar wiejski (5)",2002,36
"3019045","Łobżenica - obszar wiejski (5)",2003,35.7
"3019045","Łobżenica - obszar wiejski (5)",2004,35.8
"3019045","Łobżenica - obszar wiejski (5)",2005,35.7
"3019045","Łobżenica - obszar wiejski (5)",2006,35.7
"3019045","Łobżenica - obszar wiejski (5)",2007,35.4
"3019045","Łobżenica - obszar wiejski (5)",2008,35.6
"3019045","Łobżenica - obszar wiejski (5)",2009,35.6
"3019045","Łobżenica - obszar wiejski (5)",2010,36.2
"3019045","Łobżenica - obszar wiejski (5)",2011,36.2
"3019045","Łobżenica - obszar wiejski (5)",2012,35.9
"3019045","Łobżenica - obszar wiejski (5)",2013,35.9
"3019045","Łobżenica - obszar wiejski (5)",2014,36
"3019045","Łobżenica - obszar wiejski (5)",2015,35.8
"3019045","Łobżenica - obszar wiejski (5)",2016,35.7
"3019045","Łobżenica - obszar wiejski (5)",2017,35.3
"3019045","Łobżenica - obszar wiejski (5)",2018,35.3
"3019045","Łobżenica - obszar wiejski (5)",2019,34.9
"3019045","Łobżenica - obszar wiejski (5)",2020,33.7
"3019045","Łobżenica - obszar wiejski (5)",2021,33.5
"3019045","Łobżenica - obszar wiejski (5)",2022,33.3
"3019045","Łobżenica - obszar wiejski (5)",2023,33.3
"3019052","Miasteczko Krajeńskie (2)",2000,NA
"3019052","Miasteczko Krajeńskie (2)",2001,NA
"3019052","Miasteczko Krajeńskie (2)",2002,44.9
"3019052","Miasteczko Krajeńskie (2)",2003,44.8
"3019052","Miasteczko Krajeńskie (2)",2004,45.1
"3019052","Miasteczko Krajeńskie (2)",2005,45.3
"3019052","Miasteczko Krajeńskie (2)",2006,45.4
"3019052","Miasteczko Krajeńskie (2)",2007,45.8
"3019052","Miasteczko Krajeńskie (2)",2008,45.6
"3019052","Miasteczko Krajeńskie (2)",2009,46.1
"3019052","Miasteczko Krajeńskie (2)",2010,45.9
"3019052","Miasteczko Krajeńskie (2)",2011,46
"3019052","Miasteczko Krajeńskie (2)",2012,45.6
"3019052","Miasteczko Krajeńskie (2)",2013,45.7
"3019052","Miasteczko Krajeńskie (2)",2014,45.8
"3019052","Miasteczko Krajeńskie (2)",2015,45.7
"3019052","Miasteczko Krajeńskie (2)",2016,45.9
"3019052","Miasteczko Krajeńskie (2)",2017,45.5
"3019052","Miasteczko Krajeńskie (2)",2018,45
"3019052","Miasteczko Krajeńskie (2)",2019,44.7
"3019052","Miasteczko Krajeńskie (2)",2020,43.2
"3019052","Miasteczko Krajeńskie (2)",2021,42.7
"3019052","Miasteczko Krajeńskie (2)",2022,42.7
"3019052","Miasteczko Krajeńskie (2)",2023,NA
"3019053","Miasteczko Krajeńskie (3)",2000,NA
"3019053","Miasteczko Krajeńskie (3)",2001,NA
"3019053","Miasteczko Krajeńskie (3)",2002,NA
"3019053","Miasteczko Krajeńskie (3)",2003,NA
"3019053","Miasteczko Krajeńskie (3)",2004,NA
"3019053","Miasteczko Krajeńskie (3)",2005,NA
"3019053","Miasteczko Krajeńskie (3)",2006,NA
"3019053","Miasteczko Krajeńskie (3)",2007,NA
"3019053","Miasteczko Krajeńskie (3)",2008,NA
"3019053","Miasteczko Krajeńskie (3)",2009,NA
"3019053","Miasteczko Krajeńskie (3)",2010,NA
"3019053","Miasteczko Krajeńskie (3)",2011,NA
"3019053","Miasteczko Krajeńskie (3)",2012,NA
"3019053","Miasteczko Krajeńskie (3)",2013,NA
"3019053","Miasteczko Krajeńskie (3)",2014,NA
"3019053","Miasteczko Krajeńskie (3)",2015,NA
"3019053","Miasteczko Krajeńskie (3)",2016,NA
"3019053","Miasteczko Krajeńskie (3)",2017,NA
"3019053","Miasteczko Krajeńskie (3)",2018,NA
"3019053","Miasteczko Krajeńskie (3)",2019,NA
"3019053","Miasteczko Krajeńskie (3)",2020,NA
"3019053","Miasteczko Krajeńskie (3)",2021,NA
"3019053","Miasteczko Krajeńskie (3)",2022,NA
"3019053","Miasteczko Krajeńskie (3)",2023,42.8
"3019054","Miasteczko Krajeńskie - miasto (4)",2000,NA
"3019054","Miasteczko Krajeńskie - miasto (4)",2001,NA
"3019054","Miasteczko Krajeńskie - miasto (4)",2002,NA
"3019054","Miasteczko Krajeńskie - miasto (4)",2003,NA
"3019054","Miasteczko Krajeńskie - miasto (4)",2004,NA
"3019054","Miasteczko Krajeńskie - miasto (4)",2005,NA
"3019054","Miasteczko Krajeńskie - miasto (4)",2006,NA
"3019054","Miasteczko Krajeńskie - miasto (4)",2007,NA
"3019054","Miasteczko Krajeńskie - miasto (4)",2008,NA
"3019054","Miasteczko Krajeńskie - miasto (4)",2009,NA
"3019054","Miasteczko Krajeńskie - miasto (4)",2010,NA
"3019054","Miasteczko Krajeńskie - miasto (4)",2011,NA
"3019054","Miasteczko Krajeńskie - miasto (4)",2012,NA
"3019054","Miasteczko Krajeńskie - miasto (4)",2013,NA
"3019054","Miasteczko Krajeńskie - miasto (4)",2014,NA
"3019054","Miasteczko Krajeńskie - miasto (4)",2015,NA
"3019054","Miasteczko Krajeńskie - miasto (4)",2016,NA
"3019054","Miasteczko Krajeńskie - miasto (4)",2017,NA
"3019054","Miasteczko Krajeńskie - miasto (4)",2018,NA
"3019054","Miasteczko Krajeńskie - miasto (4)",2019,NA
"3019054","Miasteczko Krajeńskie - miasto (4)",2020,NA
"3019054","Miasteczko Krajeńskie - miasto (4)",2021,NA
"3019054","Miasteczko Krajeńskie - miasto (4)",2022,NA
"3019054","Miasteczko Krajeńskie - miasto (4)",2023,545.4
"3019055","Miasteczko Krajeńskie - obszar wiejski (5)",2000,NA
"3019055","Miasteczko Krajeńskie - obszar wiejski (5)",2001,NA
"3019055","Miasteczko Krajeńskie - obszar wiejski (5)",2002,NA
"3019055","Miasteczko Krajeńskie - obszar wiejski (5)",2003,NA
"3019055","Miasteczko Krajeńskie - obszar wiejski (5)",2004,NA
"3019055","Miasteczko Krajeńskie - obszar wiejski (5)",2005,NA
"3019055","Miasteczko Krajeńskie - obszar wiejski (5)",2006,NA
"3019055","Miasteczko Krajeńskie - obszar wiejski (5)",2007,NA
"3019055","Miasteczko Krajeńskie - obszar wiejski (5)",2008,NA
"3019055","Miasteczko Krajeńskie - obszar wiejski (5)",2009,NA
"3019055","Miasteczko Krajeńskie - obszar wiejski (5)",2010,NA
"3019055","Miasteczko Krajeńskie - obszar wiejski (5)",2011,NA
"3019055","Miasteczko Krajeńskie - obszar wiejski (5)",2012,NA
"3019055","Miasteczko Krajeńskie - obszar wiejski (5)",2013,NA
"3019055","Miasteczko Krajeńskie - obszar wiejski (5)",2014,NA
"3019055","Miasteczko Krajeńskie - obszar wiejski (5)",2015,NA
"3019055","Miasteczko Krajeńskie - obszar wiejski (5)",2016,NA
"3019055","Miasteczko Krajeńskie - obszar wiejski (5)",2017,NA
"3019055","Miasteczko Krajeńskie - obszar wiejski (5)",2018,NA
"3019055","Miasteczko Krajeńskie - obszar wiejski (5)",2019,NA
"3019055","Miasteczko Krajeńskie - obszar wiejski (5)",2020,NA
"3019055","Miasteczko Krajeńskie - obszar wiejski (5)",2021,NA
"3019055","Miasteczko Krajeńskie - obszar wiejski (5)",2022,NA
"3019055","Miasteczko Krajeńskie - obszar wiejski (5)",2023,28.5
"3019062","Szydłowo (2)",2000,NA
"3019062","Szydłowo (2)",2001,NA
"3019062","Szydłowo (2)",2002,26.7
"3019062","Szydłowo (2)",2003,26.8
"3019062","Szydłowo (2)",2004,27.3
"3019062","Szydłowo (2)",2005,28.1
"3019062","Szydłowo (2)",2006,29
"3019062","Szydłowo (2)",2007,29.7
"3019062","Szydłowo (2)",2008,30.4
"3019062","Szydłowo (2)",2009,30.4
"3019062","Szydłowo (2)",2010,31.4
"3019062","Szydłowo (2)",2011,32
"3019062","Szydłowo (2)",2012,31.8
"3019062","Szydłowo (2)",2013,32.4
"3019062","Szydłowo (2)",2014,32.5
"3019062","Szydłowo (2)",2015,32.8
"3019062","Szydłowo (2)",2016,33.1
"3019062","Szydłowo (2)",2017,33.6
"3019062","Szydłowo (2)",2018,33.9
"3019062","Szydłowo (2)",2019,34.4
"3019062","Szydłowo (2)",2020,34.7
"3019062","Szydłowo (2)",2021,35.2
"3019062","Szydłowo (2)",2022,35.8
"3019062","Szydłowo (2)",2023,36.4
"3019073","Ujście (3)",2000,NA
"3019073","Ujście (3)",2001,NA
"3019073","Ujście (3)",2002,62.9
"3019073","Ujście (3)",2003,63.2
"3019073","Ujście (3)",2004,63.3
"3019073","Ujście (3)",2005,63.7
"3019073","Ujście (3)",2006,62.6
"3019073","Ujście (3)",2007,62.7
"3019073","Ujście (3)",2008,62.8
"3019073","Ujście (3)",2009,62.8
"3019073","Ujście (3)",2010,63.7
"3019073","Ujście (3)",2011,63.6
"3019073","Ujście (3)",2012,63.4
"3019073","Ujście (3)",2013,63.2
"3019073","Ujście (3)",2014,63.1
"3019073","Ujście (3)",2015,62.6
"3019073","Ujście (3)",2016,62.5
"3019073","Ujście (3)",2017,62.4
"3019073","Ujście (3)",2018,62.1
"3019073","Ujście (3)",2019,62.1
"3019073","Ujście (3)",2020,60.2
"3019073","Ujście (3)",2021,59.8
"3019073","Ujście (3)",2022,60.5
"3019073","Ujście (3)",2023,60.3
"3019074","Ujście - miasto (4)",2000,NA
"3019074","Ujście - miasto (4)",2001,NA
"3019074","Ujście - miasto (4)",2002,698.3
"3019074","Ujście - miasto (4)",2003,702
"3019074","Ujście - miasto (4)",2004,672.7
"3019074","Ujście - miasto (4)",2005,678.7
"3019074","Ujście - miasto (4)",2006,672.7
"3019074","Ujście - miasto (4)",2007,670.9
"3019074","Ujście - miasto (4)",2008,669.6
"3019074","Ujście - miasto (4)",2009,669.4
"3019074","Ujście - miasto (4)",2010,674.7
"3019074","Ujście - miasto (4)",2011,671.5
"3019074","Ujście - miasto (4)",2012,669.2
"3019074","Ujście - miasto (4)",2013,662.3
"3019074","Ujście - miasto (4)",2014,657.8
"3019074","Ujście - miasto (4)",2015,649.7
"3019074","Ujście - miasto (4)",2016,650.7
"3019074","Ujście - miasto (4)",2017,646.7
"3019074","Ujście - miasto (4)",2018,639.6
"3019074","Ujście - miasto (4)",2019,635.6
"3019074","Ujście - miasto (4)",2020,605.7
"3019074","Ujście - miasto (4)",2021,596.2
"3019074","Ujście - miasto (4)",2022,591.7
"3019074","Ujście - miasto (4)",2023,580.4
"3019075","Ujście - obszar wiejski (5)",2000,NA
"3019075","Ujście - obszar wiejski (5)",2001,NA
"3019075","Ujście - obszar wiejski (5)",2002,34.4
"3019075","Ujście - obszar wiejski (5)",2003,34.5
"3019075","Ujście - obszar wiejski (5)",2004,34
"3019075","Ujście - obszar wiejski (5)",2005,34.1
"3019075","Ujście - obszar wiejski (5)",2006,33.7
"3019075","Ujście - obszar wiejski (5)",2007,34
"3019075","Ujście - obszar wiejski (5)",2008,34.1
"3019075","Ujście - obszar wiejski (5)",2009,34.1
"3019075","Ujście - obszar wiejski (5)",2010,34.8
"3019075","Ujście - obszar wiejski (5)",2011,34.8
"3019075","Ujście - obszar wiejski (5)",2012,34.7
"3019075","Ujście - obszar wiejski (5)",2013,34.9
"3019075","Ujście - obszar wiejski (5)",2014,35
"3019075","Ujście - obszar wiejski (5)",2015,34.9
"3019075","Ujście - obszar wiejski (5)",2016,34.7
"3019075","Ujście - obszar wiejski (5)",2017,34.8
"3019075","Ujście - obszar wiejski (5)",2018,34.9
"3019075","Ujście - obszar wiejski (5)",2019,35
"3019075","Ujście - obszar wiejski (5)",2020,34.4
"3019075","Ujście - obszar wiejski (5)",2021,34.5
"3019075","Ujście - obszar wiejski (5)",2022,35
"3019075","Ujście - obszar wiejski (5)",2023,35.3
"3019083","Wyrzysk (3)",2000,NA
"3019083","Wyrzysk (3)",2001,NA
"3019083","Wyrzysk (3)",2002,87.6
"3019083","Wyrzysk (3)",2003,87.9
"3019083","Wyrzysk (3)",2004,88.1
"3019083","Wyrzysk (3)",2005,87.8
"3019083","Wyrzysk (3)",2006,88.5
"3019083","Wyrzysk (3)",2007,88.8
"3019083","Wyrzysk (3)",2008,89.3
"3019083","Wyrzysk (3)",2009,89.1
"3019083","Wyrzysk (3)",2010,90
"3019083","Wyrzysk (3)",2011,89.9
"3019083","Wyrzysk (3)",2012,89.4
"3019083","Wyrzysk (3)",2013,89.4
"3019083","Wyrzysk (3)",2014,88.9
"3019083","Wyrzysk (3)",2015,88.6
"3019083","Wyrzysk (3)",2016,88.5
"3019083","Wyrzysk (3)",2017,88.2
"3019083","Wyrzysk (3)",2018,87.8
"3019083","Wyrzysk (3)",2019,87.6
"3019083","Wyrzysk (3)",2020,84.3
"3019083","Wyrzysk (3)",2021,83.4
"3019083","Wyrzysk (3)",2022,82.9
"3019083","Wyrzysk (3)",2023,82
"3019084","Wyrzysk - miasto (4)",2000,NA
"3019084","Wyrzysk - miasto (4)",2001,NA
"3019084","Wyrzysk - miasto (4)",2002,1277.9
"3019084","Wyrzysk - miasto (4)",2003,1276
"3019084","Wyrzysk - miasto (4)",2004,1277.4
"3019084","Wyrzysk - miasto (4)",2005,1268.7
"3019084","Wyrzysk - miasto (4)",2006,1276
"3019084","Wyrzysk - miasto (4)",2007,1268.2
"3019084","Wyrzysk - miasto (4)",2008,1275.5
"3019084","Wyrzysk - miasto (4)",2009,1269.9
"3019084","Wyrzysk - miasto (4)",2010,1286.7
"3019084","Wyrzysk - miasto (4)",2011,1273.5
"3019084","Wyrzysk - miasto (4)",2012,1268.4
"3019084","Wyrzysk - miasto (4)",2013,1260
